750143,3397
2095284,1276
736263,1995
684239,1239
477978,1770
1033337,389
1666428,113
67142,2991
395694,3423
901652,2735
527693,2250
1513840,1597
873560,1141
263633,2245
1943228,2813
2007598,8
2052043,2448
531338,718
1434060,2216
1739976,2731
949863,2848
1345871,2532
1456293,1660
710414,1295
1424087,2559
241855,579
2085080,3183
1469633,3364
1297787,1395
1755554,1159
1751308,2069
1789454,1872
1495984,70
554218,3378
1349798,2777
973383,1386
1523933,224
266280,2085
1649471,282
1339498,1665
1246530,1772
1009525,3084
1246537,3539
546233,846
1416498,1711
71472,1971
193689,2309
313073,3528
96152,1331
1448061,2254
843401,708
1131984,913
1079812,2680
733475,773
1578431,1334
880807,242
698208,31
1703818,3480
1971852,2556
1624321,1823
1157004,2276
166806,588
304161,1732
159418,2986
1057378,3451
885299,1865
476784,2954
1980233,1284
1611141,56
1732683,2940
867286,3365
1902375,2553
1375289,2088
1576297,1760
1155666,1520
1689451,840
1263311,623
231065,1693
966656,1243
1813824,442
1011112,630
923760,1966
1906057,2036
2096121,66
1250158,2367
1856188,2924
1566766,1027
2000800,3026
1657440,2365
1687776,3470
2046019,295
442891,3177
821572,3290
1456874,236
1162853,2170
186358,892
1024085,607
1045234,1223
1086555,273
50359,1779
2068147,437
1180289,1342
673502,1650
1144498,3545
422666,424
535019,3188
96972,202
87264,1928
45840,545
1750125,3160
1358982,3478
211950,695
432283,328
1475524,2194
357179,2602
1660730,154
2023392,1792
1237943,733
1365563,1340
1797310,2261
878878,391
1919714,3382
539386,1039
1589400,3296
1917639,1237
173490,146
1224245,2491
1939292,1500
739695,613
1836075,3384
1547150,596
1932219,1016
1382429,107
2059961,1422
1993152,1919
413328,143
2044881,2689
272624,2850
62641,693
15715,292
1897980,326
663450,3483
15712,142
855830,337
324556,1049
459445,925
1053453,1541
444008,2776
168062,2051
714076,1042
1859190,753
538702,3293
1687201,1199
1305659,1782
1088678,164
844319,1937
1562625,2081
123962,933
931698,727
265730,554
1630278,2053
736972,2252
479433,2303
1617284,1053
89618,3151
757419,1172
1638051,2248
331408,2198
1187497,366
1332445,2597
1938259,661
871672,1540
1229412,32
143415,2485
1565051,2169
1155936,884
1863696,2745
129457,52
974601,1825
1652892,2628
1156947,3126
1809394,152
993678,2573
705542,2960
725559,2339
659383,956
1981617,2810
1212680,2153
2065364,151
67102,2118
1362332,2984
845135,322
1148243,1394
1863437,1240
1486047,2966
2011396,1704
669018,2847
173232,1194
1117855,3507
856425,1896
1953117,1714
385687,1768
414676,2361
1653780,912
1378617,1455
1773176,1315
1088488,1430
868659,3407
1930644,1156
1192794,474
709279,3120
521692,1119
186726,1337
72120,1806
941235,2646
1198534,2566
1613963,2376
595748,1274
1127216,3447
1388162,487
561890,394
126182,2421
725044,1266
729698,2829
707627,3344
935776,2495
532442,1043
1280718,2775
1731572,1974
405929,1828
2038662,950
1336623,2999
47327,2719
268856,1343
291511,93
1931591,2351
1812068,2883
1626521,3499
573455,370
1994529,1003
1688081,649
444532,605
1910777,108
557816,2609
1409020,2068
1524498,678
508018,61
72385,705
925094,1424
813636,2496
1426301,543
117066,78
1019356,2016
2022703,235
1965716,2607
1350073,869
404087,3372
2088133,3371
546825,534
1736353,1236
1724998,1242
1950138,2400
120607,1879
493005,3432
1603013,2622
897556,2806
1188103,2709
1125646,2488
131876,769
686826,1183
575701,2384
100174,1691
1788664,3367
886397,1656
424481,2586
1499959,2130
1758901,1025
1392457,377
1537249,1728
534277,3387
1093081,1253
1769864,959
382365,801
1223224,3283
1448056,647
862889,1148
197786,2841
2025656,1226
1791156,276
1218201,175
1636144,2897
238279,3201
1246785,934
277274,2544
1354188,2845
227533,968
1744199,1968
88388,1212
1210500,1275
515271,43
81292,1184
1171069,1736
69340,1026
1136963,127
1937657,480
1753225,2572
557544,2122
1429549,216
1821472,3202
1250700,748
376940,1250
491409,2401
1912459,2012
1403341,1177
1706832,3204
100951,2040
888391,1179
1723967,3270
539865,2540
1431963,1028
295863,702
1309481,550
1767836,1421
515472,1008
1203802,2739
1427875,492
1971223,210
75849,1006
1759695,2127
942816,196
1778371,3317
669571,228
43513,1139
2016911,3351
1216773,316
1519004,198
1566170,2204
1712731,3334
1061215,2138
810392,2767
1438698,3472
97456,3025
1847046,2050
1229384,1468
997011,426
2079904,3494
63694,1117
1047819,2404
1873443,1982
810887,1158
396049,962
1920255,2298
2010176,218
711179,2705
1121586,183
4828,2943
125303,3395
1650796,3431
1391811,1354
389500,3250
983693,1506
969955,1655
1230148,2818
564792,2584
1738768,940
499275,2682
875548,403
345707,3181
270344,1986
824998,533
1524848,1952
148043,3282
1520389,2733
1528551,1521
1983777,1140
675561,7
250943,425
735230,2681
1002597,2293
2061796,1203
390983,1029
1323723,2427
575073,2831
644885,2409
1696753,231
480776,3033
464613,1992
1154043,3345
1333640,3316
134576,1427
841015,2451
778821,663
871111,2550
1631284,3322
857166,193
1086857,139
1168815,2113
1867239,665
1221753,482
596587,2803
1489451,3554
721255,614
1656259,3500
40881,3027
2079527,1932
506703,3192
186115,1899
422300,12
294028,1353
818164,1845
536972,697
1455657,963
1197899,2125
353069,1076
10089,611
710220,562
892885,2626
926364,866
1007980,2712
443711,1273
870188,2878
1739364,3405
737782,2024
679297,2512
1106999,131
620990,3495
1491271,358
2009087,2274
74613,756
1463578,1296
1490672,2511
1709971,65
1625046,908
1993568,622
1557125,386
1419751,3312
1517929,1944
342516,679
1405426,2486
950113,18
993663,2403
941906,532
1763807,687
521750,2411
1268786,302
794083,308
1062421,3165
1356646,2378
601331,1505
464830,2565
1812811,793
846631,1975
248937,632
674952,312
340936,891
1743366,3222
171536,3085
879813,2341
1417243,2509
1451935,1402
302331,2998
312564,2536
109455,2798
801862,324
148882,592
1278658,2394
1815116,2598
356121,1155
288050,1452
399720,1929
813863,981
216278,1820
273748,2240
1362210,958
2082974,2856
1763939,2635
175741,126
591107,1484
164193,1256
662174,1144
1823310,2089
1080859,2149
1710455,745
450819,2884
1464019,3152
1953744,565
945959,118
476970,617
1938066,2977
1349555,954
1723510,376
1039702,1401
273492,512
651835,208
2094648,275
1903939,2874
750540,865
156751,986
1366676,3059
1388022,994
589381,3515
1248154,2375
149913,447
1751670,1074
1850479,390
1425352,675
475447,1230
216900,1320
1743546,348
524677,3333
1885661,2747
1452686,3119
412610,2788
370786,368
315002,1459
903264,3482
1643467,531
443367,1162
921389,383
1095836,331
1465836,1152
1094296,255
1727327,3462
1210755,928
1830983,719
592583,3434
1755750,68
1685011,180
1416673,3457
525850,100
1495961,47
567841,731
1194287,674
239338,2300
2035400,466
1156155,123
877394,137
1051684,1079
1687983,258
1319731,345
590105,3005
1698283,372
1642758,197
189481,2616
127037,1625
431836,1763
308458,1658
1272536,89
615627,133
962522,1709
1642537,1252
1917755,3469
386611,1127
1083765,2167
1001032,1887
932874,30
1201079,178
759256,3063
1152246,701
551078,2019
286210,488
1871836,24
678642,420
1078699,2422
128920,641
581794,770
956179,1233
257896,2535
1640316,73
240120,2203
104006,920
824453,585
1093721,3394
1808716,2738
1435805,3389
923529,3035
1878167,3083
1106618,2434
477168,1789
1138286,219
798869,2528
1059756,2687
1651940,715
304586,1440
134366,417
1737013,2882
885675,1150
737575,2562
523661,1333
484248,786
536034,922
1477256,58
702236,2751
105732,3061
1999943,71
879255,25
1280922,749
927280,858
1028556,2851
36486,510
1397942,3225
931476,1077
473425,158
1529852,1630
2041384,2555
248036,1562
1294321,895
1058571,2209
1749818,1936
969451,1855
1367089,1742
401428,3421
535529,3077
149057,2606
1442611,3556
531348,3
404746,3246
1950381,1339
184869,3050
425099,3511
1107698,657
1317012,1752
820425,593
943737,1815
2000496,2390
1159594,1471
428815,414
1138420,2460
1528665,2942
1390837,3099
38622,2541
390887,634
455752,9
1494146,1192
1300247,527
1156815,72
317411,3122
1494148,1347
520109,736
914446,1586
1843798,3441
1873306,669
682629,3416
427544,3506
557026,673
1633599,2219
770923,406
574013,1534
7339,559
1459714,2467
484335,2612
1297695,1264
1400270,1569
1317709,724
223567,3425
1480300,2969
1118450,879
804851,3402
1267918,787
168448,1068
1509340,2353
608482,1255
2026615,2807
837420,567
1835458,3464
996268,3210
1656130,2218
1213994,1262
1685871,3137
1056187,2587
590785,654
444736,1377
1275173,1304
1510967,848
960214,3080
1740708,44
1643625,3437
1953824,1980
2056864,2008
704378,3206
1820773,2936
939665,1116
1760129,468
1735326,1958
1940907,1046
1795127,3124
283252,2241
1118070,2710
1075202,890
1764936,2369
769381,612
2038469,571
841387,698
1547652,1157
929532,407
1781070,2410
1025484,1355
1809285,544
476444,1976
1001533,1417
2036617,1649
675612,553
1588767,2601
1010817,1071
1242773,853
1369240,1964
1434450,1323
1459134,837
1401128,1390
1402234,86
498009,852
1337261,1703
298620,1902
50181,2990
443085,1122
1817739,2787
468827,2023
849738,2262
1748282,1418
830648,3323
365191,2032
1132076,351
544439,195
856573,1608
1075446,1100
620186,1766
667078,3320
355680,1844
1083305,3047
1965146,2669
1544742,2129
1865730,1998
359592,1286
1574967,2881
1030897,1584
1364982,2044
660200,2380
1787637,2387
1295204,381
1526716,3171
174974,517
1246650,2504
266580,2063
19162,1023
1885677,3021
218279,3380
2007070,2158
415669,2645
1251090,3209
1269351,730
224128,1727
130741,1874
610043,1851
900022,1832
580785,777
1632441,936
218084,300
215593,3242
431280,1790
1983765,3266
1274841,893
822246,3347
544881,1757
1284357,2280
73058,2391
154595,206
539385,1903
440632,809
95161,2538
1196253,1491
1373006,690
132781,1719
1554678,2492
173102,3398
1106029,2364
1731552,2657
1718408,1821
165328,3036
1707585,264
1197891,2168
449821,2405
92759,735
845597,2326
215916,3030
405279,2456
686158,2979
880619,2970
1671447,1445
69324,1671
1905354,3273
829110,3197
891848,1207
829460,2344
989161,1466
1882540,1698
1689641,2987
200828,2853
1439010,1164
2040759,1746
1695521,2392
1551364,2054
96504,2342
1603218,2873
1945506,2618
1879195,1123
220592,493
1975742,1341
2004816,3256
1948150,16
1393253,800
1483941,1444
870289,375
1566005,1190
1843161,1674
572089,3300
1753118,1743
671599,1945
313742,1598
592391,685
661319,2114
1246313,498
1013602,251
1343758,330
1998550,1309
657135,1317
1991592,1050
2062993,2835
1740991,1088
1086053,3129
985277,504
78603,2701
345382,1678
1604354,1648
618704,245
