1496213,1597
684239,1674
1513840,4045
1324908,1994
311016,4217
1739976,3414
710414,4993
497553,3538
606180,3335
703402,5564
131599,2254
872585,1170
649516,1126
973383,1106
1545570,2159
1829299,6393
1416498,3934
1240560,1761
1349406,3652
1079812,2337
733475,1546
279854,5559
1339814,6079
1846450,1626
386182,2189
454448,1245
51843,1355
885299,3562
576640,6258
678625,4526
951941,5414
293466,3203
653824,743
566362,2530
231065,3750
1651327,2855
1906057,4997
587358,238
972383,6131
1566766,2808
297564,4460
478470,5713
1300998,509
1657440,1072
1048966,2729
176062,4658
1156155,4213
842853,4186
1456874,1579
849110,2184
554372,290
141431,5651
1466352,6202
996950,4389
555364,1900
204640,4427
1866977,777
432283,4946
827522,4185
827251,4970
760539,1390
1332633,3222
1322337,6261
2023392,5573
1107833,5210
870188,3506
1188585,2579
1959018,672
1253374,260
90317,5341
846280,179
1848231,5518
1986471,3132
324556,3837
1706270,4447
2026701,6061
714076,2664
919488,3185
1228166,4147
1100326,3200
621499,5082
123962,152
753553,3586
13052,306
966340,4188
987019,2820
89618,1044
757419,1278
1439591,4475
364713,4845
343755,6162
1155936,3511
1863696,2167
1652892,2684
1287048,4549
993678,3695
1672767,3858
1992556,1675
725559,984
40960,83
243764,4633
725553,295
1876603,3455
1863437,1673
1554590,3306
2011396,3935
1222234,1383
1038735,3696
1953117,671
1398358,2256
1828452,273
1989874,4233
1685915,4613
1044611,2991
922955,3908
620478,4679
91683,466
1708165,6281
935776,5344
532442,2662
1280718,3068
67437,2791
420330,4669
268856,4210
438261,4686
1916515,2981
1993200,3879
1019429,3031
1994529,3191
1910777,3579
977149,962
117066,1989
1965716,5152
1858909,6097
1350073,5055
1731401,5765
588235,2814
241193,2900
822469,1845
1950138,5064
1547036,2582
120607,5177
1455231,2747
1840694,1211
646143,3257
151564,6256
1931939,903
609983,1917
466868,5432
241443,5385
424481,781
500451,3172
261021,608
1392457,4221
1171244,2335
1093081,846
1402103,5860
1218201,4323
1354188,2460
1292409,422
989326,157
515271,120
1215114,6336
1250700,1506
1332845,5455
605746,916
100951,1842
539865,4353
1865024,6253
347780,1238
1005456,1446
1414463,170
1074159,4744
1427875,4276
1971223,2085
405002,5449
63903,3251
1024520,721
141597,5227
686397,4555
1367143,3582
1873443,1270
289304,1657
2027278,1630
1885886,4685
413484,839
1501470,1137
1670069,2926
1498976,2679
1150798,3780
1983777,3676
1310592,2844
643897,5892
252841,579
260080,6136
731228,3525
641026,5822
965731,4648
778821,2023
418576,971
102362,4228
1287457,96
95161,4369
701095,1364
570744,3018
1731980,3073
853917,4074
2093585,3537
1758474,2758
255712,2196
1656654,4140
365639,3091
1491271,4506
115010,5898
1617273,4609
1419880,5368
1709971,5164
1557125,827
1469947,5070
212022,3996
1115809,3827
1612730,2218
1212693,6328
464830,4352
596077,2156
2051549,1532
646317,5541
1980952,1714
1749238,6387
1451935,4110
108103,4070
356121,5101
813863,2643
2082974,3268
2065881,39
775203,5981
175741,1926
72131,4857
1192765,4932
1296179,1192
164193,4726
110790,3861
771525,765
1985387,5876
1251137,2495
987759,3443
2037467,862
562093,483
934306,1909
1316634,6078
1155219,2691
830650,2987
598194,2629
1209474,3955
111229,560
378443,6125
1850479,1725
2059098,1606
1743546,1128
413719,2650
1643467,4282
1095836,2248
1065048,6298
1210755,1419
1755750,1180
218090,2636
1303995,3626
1219615,3402
359163,4471
702461,1810
1627434,3871
115904,5997
1051684,794
957036,103
1519585,5503
1916658,4869
444832,4787
386611,1261
1264820,5601
939891,4095
430724,5837
831214,5937
1762570,137
182436,3100
240120,5195
1361869,1484
2000836,4625
579394,915
1313613,2421
1551408,5654
650127,4412
1357509,885
690569,3254
1555319,3583
484248,1540
1399677,4763
1508277,4537
879255,164
1382429,3577
168062,4968
1367089,388
796658,2886
199491,1057
685622,2290
197786,2657
840358,5103
1277692,6103
58238,5480
38622,4350
253762,6360
788374,4455
1494148,4209
1873306,3843
175246,1824
1310438,2486
655459,4711
1188657,5067
1480300,5099
612934,2026
1267918,1507
1178625,1942
45840,3839
608482,4729
1905752,1338
768546,3897
2056864,4876
1406132,3786
724229,5824
365286,2483
1326120,1046
316610,5670
864833,44
1489482,6007
1809285,3834
629023,6333
1346444,6214
1880893,2767
1010817,2103
238673,4843
173360,1203
1330549,6001
1401128,1515
401037,5628
1337261,3933
590830,5677
1561773,5373
1374909,5723
1280731,6268
1075446,5276
1619770,3764
1766662,2760
1960504,3362
217208,1048
1666471,762
1591549,1198
273602,3002
1433827,3114
896882,3992
1203480,4594
2007070,4108
1338713,4914
299987,2030
718374,2961
1274841,1298
1092913,4242
73058,1445
1198261,3111
154595,2084
440632,1539
1196253,5260
589222,6248
568781,5401
607389,5889
1169163,1584
1607422,4769
526376,1356
1707585,1947
1230925,2736
1214082,3620
1528847,5136
449821,4098
686158,3705
1846867,3101
686620,6192
1991681,1808
869045,114
1903948,2935
1689641,3167
185737,4776
828414,4708
937230,1123
1551364,4247
902902,954
1450891,5944
220592,4291
1975742,4581
1393253,1514
1477339,6319
870289,1679
1494822,5652
1992013,3243
185655,4883
1792157,1791
304603,5387
1998550,1094
657135,182
1155470,5028
74204,5971
525889,2396
1403562,6386
1266325,3651
806371,3906
166855,3507
1839175,4164
559328,3954
1281941,4014
204057,3999
907043,464
1908375,3835
10371,340
639730,74
